"SHIP","SURVEY","CLAMS_EVENT_NUMBER","CLAMS_STATION_NUMBER","GRID_STATION_NAME","GEAR","GEAR_ACTIVITY","LATITUDE","LONGITUDE","TIMESTAMP","CLAMS_COMMENTS"
175,201901,329,"76","CH-FG01","Benthic Grab","Benthic grab","68.7507683333","-168.494826667","09202019 00:00:21.368","GRAB 036, FG01"
175,201701,330,"","","Seabird Survey","Seabird Survey Start","72.0025433333","-157.412376667","09012017 16:23:25.856",""
175,201901,330,"76","CH-FG01","Bongo","Oblique tow","68.7513016667","-168.500631667","09202019 00:16:13.642","BON047, STNFG01"
175,201701,331,"","","Seabird Survey","Seabird Survey End","72.00405","-158.34782","09012017 18:29:30.032",""
175,201901,331,"76","CH-FG01","3m Beam Trawl","Standard bottom sample","68.7548433333","-168.508651667","09202019 00:28:35.803","BEAM038, STN FG01"
175,201701,332,"62","CH-M07","Marinovich","Opportunistic off-bottom sample","72.0037633333","-158.310465","09012017 19:13:22.683","Trawl came back with 2 twists in intermediate ~3m forward of codend .  Likely OK as catch was after the twists (i.e. so the twist likely happened on retrieval).  Keep this in mind for pocket net interpretation.  All pocket nets came back OK, 7-8 no catch."
175,201901,332,"76","CH-FG01","Nordic","Surface trawl at pre-determined station","68.7523233333","-168.492215","09202019 01:09:02.985","MARPORT DID NOT FUNCTION: NO DIMENSIONS"
175,201701,333,"","","Seabird Survey","Seabird Survey Start","72.0173866667","-158.269108333","09012017 20:01:46.073",""
175,201901,333,"76","CH-FG01","Marinovich","Opportunistic off-bottom sample","68.7424833333","-168.451445","09202019 02:17:17.120","chfg01"
175,201701,334,"","","Seabird Survey","Seabird Survey End","72.0008416667","-158.764236667","09012017 21:24:50.019",""
175,201901,334,"77","CH-E01","Bongo","Oblique tow","68.00211","-168.51102","09202019 16:04:06.150","BON 048, STNE01"
175,201701,335,"62","CH-M07","CTD","Oceanography","72.0002883333","-158.770665","09012017 21:32:07.931",""
175,201901,335,"77","CH-E01","3m Beam Trawl","Standard bottom sample","67.9981033333","-168.523951667","09202019 16:19:20.022","BEAM 039, STN E01"
175,201701,336,"62","CH-M07","Juday","Vertical Plankton  Tow","71.9996366667","-158.78101","09012017 21:43:38.341","JUDAY NET NOT BONGO"
175,201901,336,"77","CH-E01","Juday","Vertical Plankton  Tow","67.9982433333","-168.533676667","09202019 16:39:42.550",""
175,201701,337,"62","CH-M07","Benthic Grab","Benthic grab","71.99836","-158.790978333","09012017 21:55:45.964",""
175,201901,337,"77","CH-E01","Benthic Grab","Benthic grab","67.999635","-168.532861667","09202019 16:45:53.593","ch-e01 grab 037"
175,201701,338,"62","CH-M07","CTD","Oceanography","71.9969516667","-158.802248333","09012017 22:10:00.449",""
175,201901,338,"77","CH-E01","CTD","Oceanography","68.003175","-168.531225","09202019 17:02:48.702","cg-e01 ctd 080"
175,201701,339,"62","CH-M07","Bongo","Oblique tow","71.993845","-158.808816667","09012017 22:22:34.532",""
175,201901,339,"77","CH-E01","Marinovich","Opportunistic off-bottom sample","68.0082166667","-168.005275","09202019 19:45:43.164","bad interference pattern on the fs70 at >250m wire out, stays same or gets worse as we go out, no issue at <240"
175,201701,340,"62","CH-M07","3m Beam Trawl","Standard bottom sample","71.9913566667","-158.796778333","09012017 22:36:33.407",""
175,201901,340,"78","CH-E02","CTD","Oceanography","68.0035233333","-167.209346667","09202019 22:48:56.892","CTD081, STNE02"
175,201701,341,"","","Seabird Survey","Seabird Survey Start","72.0005966667","-158.748448333","09012017 22:58:54.883",""
175,201901,341,"78","CH-E02","Juday","Vertical Plankton  Tow","68.004245","-167.209958333","09202019 22:51:28.384","JUDAY 041, STNE02"
175,201701,342,"63","CH-M06","Juday","Vertical Plankton  Tow","71.9993466667","-160.396386667","09022017 03:06:46.539","JUDAY NET, NOT BONGO"
175,201901,342,"78","CH-E02","Benthic Grab","Benthic grab","68.0045766667","-167.21029","09202019 22:52:39.800","GRAB038, STNE02"
175,201701,343,"63","CH-M06","CTD","Oceanography","71.998475","-160.404106667","09022017 03:17:33.462",""
175,201901,343,"78","CH-E02","Bongo","Oblique tow","68.0057716667","-167.218415","09202019 23:09:19.608","BON049, STNE02"
175,201701,344,"63","CH-M06","Bongo","Oblique tow","71.993725","-160.406458333","09022017 03:31:16.224",""
175,201901,344,"78","CH-E02","3m Beam Trawl","Standard bottom sample","68.0013766667","-167.230931667","09202019 23:23:41.372",""
175,201901,345,"78","CH-E02","Nordic","Surface trawl at pre-determined station","68.02954","-167.249391667","09212019 00:30:40.199","FS70 FAILED, HAULED BACK AND REPLACED WITH MARPORT"
175,201701,345,"63","CH-M06","3m Beam Trawl","Standard bottom sample","71.9895383333","-160.392155","09022017 03:43:32.687",""
175,201901,346,"78","CH-E02","Marinovich","Opportunistic off-bottom sample","68.014575","-167.000198333","09212019 02:42:43.528","fs70 being fussy back to marport"
175,201701,346,"","","Seabird Survey","Seabird Survey Start","71.996185","-160.364486667","09022017 04:00:44.101",""
175,201701,347,"","","Seabird Survey","Seabird Survey End","72.001675","-161.059368333","09022017 05:43:54.307",""
175,201901,347,"79","CH-E03","Bongo","Oblique tow","68.0022316667","-165.784125","09212019 16:04:02.150","BON050, STNE03"
175,201701,348,"64","CH-M05","CTD","Oceanography","71.9981333333","-161.99926","09022017 15:14:28.078",""
175,201901,348,"79","CH-E03","3m Beam Trawl","Standard bottom sample","68.0048483333","-165.772395","09212019 16:19:01.272","BEAM041, STNE03, fail, empty net"
175,201701,349,"64","CH-M05","Juday","Vertical Plankton  Tow","71.9971883333","-162.006645","09022017 15:24:32.097","JUDAY NET, NOT BONGO"
175,201901,349,"79","CH-E03","Juday","Vertical Plankton  Tow","68.0061033333","-165.763631667","09212019 16:31:41.289","JUDAY042, STNE03"
175,201701,350,"64","CH-M05","Benthic Grab","Benthic grab","71.9959816667","-162.01636","09022017 15:37:26.376",""
175,201901,350,"79","CH-E03","3m Beam Trawl","Standard bottom sample","68.0051116667","-165.757311667","09212019 16:43:23.881","BEAM042, STNE03 2ND TRY FRST FAIL"
175,201701,351,"64","CH-M05","CTD","Oceanography","71.9949866667","-162.02515","09022017 15:49:04.243",""
175,201901,351,"79","CH-E03","Benthic Grab","Benthic grab","68.005305","-165.744168333","09212019 17:03:04.251",""
175,201701,352,"64","CH-M05","Bongo","Oblique tow","71.9923","-162.02488","09022017 15:58:44.521",""
175,201901,352,"","","CTD","Opportunistic bottom sample","68.0030683333","-165.792805","09212019 17:26:22.592","CH-E03, CTD082"
175,201701,353,"64","CH-M05","3m Beam Trawl","Standard bottom sample","71.9857066667","-162.013236667","09022017 16:14:03.558",""
175,201901,353,"79","CH-E03","Marinovich","Opportunistic off-bottom sample","68.0075933333","-165.837936667","09212019 17:53:36.034",""
175,201701,354,"","","Seabird Survey","Seabird Survey Start","71.99926","-162.06468","09022017 16:49:55.307",""
175,201901,354,"79","CH-E03","Nordic","Surface trawl at pre-determined station","67.9794566667","-165.804618333","09212019 19:14:19.532","MARPORT STOPPED FUNCTIOINING 5MIN  IN."
175,201701,355,"65","CH-M04","Marinovich","Opportunistic off-bottom sample","72.0134333333","-162.79685","09022017 19:05:22.529","fishing on 700 sA in 40m depth.  Min depth to deploy this trawl is ~ 40m.  Set at 2.6 knots SOG and towed at 2.3.  Worked well."
175,201901,355,"80","CH-SF01","CTD","Oceanography","67.6258766667","-165.002113333","09222019 00:00:28.936","CTD083, STNSF01"
175,201701,356,"","","Seabird Survey","Seabird Survey Start","72.018085","-162.839818333","09022017 19:52:51.319",""
175,201901,356,"80","CH-SF01","Juday","Vertical Plankton  Tow","67.6261333333","-165.00262","09222019 00:02:30.325","JUDAY043, STN SF01"
175,201701,357,"","","Seabird Survey","Seabird Survey End","71.9993233333","-163.659285","09022017 21:59:09.493",""
175,201901,357,"80","CH-SF01","Benthic Grab","Benthic grab","67.6263283333","-165.00303","09222019 00:04:06.501","GRAB040, STNSF01"
175,201701,358,"65","CH-M04","CTD","Oceanography","71.9993133333","-163.663241667","09022017 22:06:36.217",""
175,201901,358,"80","CH-SF01","Bongo","Oblique tow","67.626915","-165.002016667","09222019 00:15:48.849","BON051, STNSF01"
175,201701,359,"65","CH-M04","Juday","Vertical Plankton  Tow","71.9995766667","-163.6694","09022017 22:16:45.078","JUDAY NET, NOT BONGO"
175,201901,359,"80","CH-SF01","3m Beam Trawl","Standard bottom sample","67.6233416667","-164.996498333","09222019 00:26:45.841","BEAM043, STNSF01"
175,201701,360,"65","CH-M04","Benthic Grab","Benthic grab","71.9997566667","-163.674048333","09022017 22:24:34.921",""
175,201901,360,"80","CH-SF01","Nordic","Surface trawl at pre-determined station","67.6081683333","-164.975628333","09222019 00:57:18.414","SPREAD LOW DUE TO SPEED, MAYBE A CAPTAIN EFFECT"
175,201701,361,"65","CH-M04","Benthic Grab","Benthic grab","71.9999566667","-163.678021667","09022017 22:31:26.050",""
175,201901,361,"80","CH-SF01","Marinovich","Opportunistic off-bottom sample","67.5833233333","-164.936711667","09222019 01:57:34.013",""
175,201701,362,"65","CH-M04","Bongo","Oblique tow","71.996715","-163.682583333","09022017 22:40:40.953",""
175,201901,362,"81","CH-CD01","Bongo","Oblique tow","67.2501266667","-168.503473333","09222019 16:04:20.343","BON052, STNCD01"
175,201701,363,"65","CH-M04","3m Beam Trawl","Standard bottom sample","71.9940783333","-163.66747","09022017 22:56:40.201",""
175,201901,363,"81","CH-CD01","3m Beam Trawl","Standard bottom sample","67.25187","-168.51754","09222019 16:16:54.706","BEAM044, STNCD01"
175,201701,364,"","","Seabird Survey","Seabird Survey Start","72.001055","-163.672103333","09022017 23:14:02.374",""
175,201901,364,"81","CH-CD01","Juday","Vertical Plankton  Tow","67.2511533333","-168.508491667","09222019 16:37:02.712","CH-CD01, Juday 044"
175,201701,365,"","","Seabird Survey","Seabird Survey End","71.9998316667","-164.344553333","09032017 01:00:13.728",""
175,201901,365,"81","CH-CD01","Benthic Grab","Benthic grab","67.2496183333","-168.506376667","09222019 16:42:45.376","CH-CD01, Grab 041, had to be redeployed first one came up empty"
175,201701,366,"66","CH-M03","Marinovich","Opportunistic off-bottom sample","72.0003983333","-164.318166667","09032017 01:10:58.656","fishing near bottom SSL ~ 3-6m above bottom.  saw fish going in.  "
175,201901,366,"81","CH-CD01","CTD","Oceanography","67.2448733333","-168.497186667","09222019 17:02:06.875","CH-CD01, CTD084"
175,201701,367,"","","Seabird Survey","Seabird Survey Start","72.0043633333","-164.316023333","09032017 01:52:25.398",""
175,201901,367,"82","CH-CD02","CTD","Oceanography","67.25118","-167.208233333","09222019 21:34:02.564","CTD085, STNCD02"
175,201701,368,"","","Seabird Survey","Seabird Survey End","71.99864","-165.294413333","09032017 04:22:37.780",""
175,201901,368,"82","CH-CD02","Juday","Vertical Plankton  Tow","67.251265","-167.209123333","09222019 21:35:43.828","JUDAY045, STNCD02"
175,201701,369,"66","CH-M03","Bongo","Opportunistic bottom sample","72.0013016667","-165.29744","09032017 14:05:39.058",""
175,201901,369,"82","CH-CD02","Benthic Grab","Benthic grab","67.2513516667","-167.210206667","09222019 21:37:46.766","GRAB042, STNCD02"
175,201701,370,"66","CH-M03","Benthic Grab","Benthic grab","72.002345","-165.30068","09032017 14:13:16.106",""
175,201901,370,"82","CH-CD02","Bongo","Oblique tow","67.2500116667","-167.207763333","09222019 21:52:37.523","BON053, STNCD02"
175,201701,371,"66","CH-M03","CTD","Opportunistic bottom sample","72.0033816667","-165.303891667","09032017 14:20:38.476",""
175,201901,371,"82","CH-CD02","3m Beam Trawl","Standard bottom sample","67.2469583333","-167.199953333","09222019 22:01:49.339","BEAM045, STNCD02"
175,201701,372,"66","CH-M03","Bongo","Oblique tow","72.0023116667","-165.310513333","09032017 14:31:55.471",""
175,201901,372,"82","CH-CD02","Marinovich","Opportunistic off-bottom sample","67.2459566667","-167.231775","09222019 22:26:48.432","low scatter on line, fish at CD02 near bottom"
175,201701,373,"66","CH-M03","3m Beam Trawl","Standard bottom sample","71.9972333333","-165.306575","09032017 14:44:54.664",""
175,201901,373,"83","CH-CD03","Marinovich","Opportunistic off-bottom sample","67.2606966667","-166.3609","09232019 02:25:15.891","near CHCD03 night before sampling in order to save time tomorrow"
175,201701,374,"","","Seabird Survey","Seabird Survey Start","71.9997583333","-165.631026667","09032017 15:53:29.084",""
175,201901,374,"83","CH-CD03","Bongo","Oblique tow","67.2531216667","-165.89081","09232019 16:03:42.932","BON054, STNCD03"
175,201701,375,"","","Seabird Survey","Seabird Survey End","71.999735","-166.872058333","09032017 18:44:06.526",""
175,201901,375,"83","CH-CD03","3m Beam Trawl","Standard bottom sample","67.2489866667","-165.889615","09232019 16:13:15.904","BEAM046, STNCD03"
175,201701,376,"67","CH-M02","CTD","Opportunistic bottom sample","72.00087","-166.896288333","09032017 18:55:03.159",""
175,201901,376,"83","CH-CD03","Juday","Vertical Plankton  Tow","67.2460216667","-165.885291667","09232019 16:29:00.529","CH-CD03, Juday 046"
175,201701,377,"67","CH-M02","Juday","Vertical Plankton  Tow","72.0032966667","-166.900328333","09032017 19:05:16.311","JUDAY NOT BONGO"
175,201901,377,"83","CH-CD03","Benthic Grab","Benthic grab","67.2471066667","-165.883351667","09232019 16:35:01.945","CH-CD03 grab 043"
175,201701,378,"67","CH-M02","Benthic Grab","Benthic grab","72.005235","-166.903606667","09032017 19:13:36.176",""
175,201901,378,"83","CH-CD03","CTD","Oceanography","67.2507683333","-165.881428333","09232019 16:48:57.732","CH-CD03, ctd 086"
175,201701,379,"67","CH-M02","CTD","Oceanography","72.008125","-166.90778","09032017 19:24:57.924",""
175,201901,379,"83","CH-CD03","Nordic","Surface trawl at pre-determined station","67.23956","-165.878796667","09232019 17:22:09.228","MARPORT WAS NOT GIVING READINGS UNTIL 13PLUS MIN INTO TOW"
175,201901,380,"84","CH-CD04","Bongo","Oblique tow","67.2518133333","-164.699126667","09232019 21:20:02.116","BON055, STNCD04"
175,201701,380,"67","CH-M02","Bongo","Oblique tow","72.0088883333","-166.918118333","09032017 19:37:28.165",""
175,201701,381,"67","CH-M02","3m Beam Trawl","Standard bottom sample","72.0061466667","-166.939715","09032017 19:51:41.398",""
175,201901,381,"84","CH-CD04","3m Beam Trawl","Standard bottom sample","67.2510666667","-164.709356667","09232019 21:27:59.839","BEAM047, STNCD04"
175,201901,382,"84","CH-CD04","Juday","Vertical Plankton  Tow","67.2505516667","-164.712978333","09232019 21:41:44.107","CH-CD04, Juday 047"
175,201701,382,"67","CH-M02","Marinovich","Opportunistic off-bottom sample","72.00803","-166.897711667","09032017 20:41:44.355","there are two distinct scattering layers near bottom and in midwater. Towed within 4 m of bottom then shallower to cover water column to cover both.  Plum staff beam trawl in this location caught only a couple of age 1+ arctic cod and lots of age-0.  Catch was age-0.  Found a ~ 20 inch area where pocket net 6 was not attached to trawl and repaired.  Consider whether this haul to be used for pocket net work."
175,201901,383,"84","CH-CD04","Benthic Grab","Benthic grab","67.25084","-164.711503333","09232019 21:43:53.043","CH-CD04, grab 044"
175,201701,383,"","","Seabird Survey","Seabird Survey Start","72.008645","-166.898341667","09032017 21:27:13.402",""
175,201701,384,"","","Seabird Survey","Seabird Survey End","72.00044","-168.47083","09042017 01:50:29.613",""
175,201901,384,"84","CH-CD04","CTD","Oceanography","67.2509716667","-164.7108","09232019 21:44:50.466","CH-CD04, CTD 087"
175,201901,385,"84","CH-CD04","Nordic","Surface trawl at pre-determined station","67.2531766667","-164.736671667","09232019 22:15:03.189","BUOYS NOT TYPICAL SPREAD, ISSUES GETTING SPREAD."
175,201701,385,"68","CH-M01","Juday","Vertical Plankton  Tow","72.0013866667","-168.509935","09042017 02:02:45.129","Failed tow.  Repeated in next event.  JUDAY NOT BONGO"
175,201701,386,"68","CH-M01","Juday","Vertical Plankton  Tow","72.0041516667","-168.510965","09042017 02:10:06.150","JUDAY NOT BONGO"
175,201901,386,"84","CH-CD04","Marinovich","Opportunistic off-bottom sample","67.21943","-164.73517","09232019 23:18:28.815","deep footrope, 1-2m off bottom. large schools on bottom earlier down the line, surface trawl mostly stickleback"
175,201901,387,"85","CH-SF02","Nordic","Surface trawl at pre-determined station","66.8798983333","-165.028155","09242019 03:00:55.690","BOUY  SPREAD IS SHIT, MARPORT IS NOT WORKING, ATTACHED SBE 39"
175,201701,387,"68","CH-M01","Benthic Grab","Benthic grab","72.0079366667","-168.512938333","09042017 02:20:03.758",""
175,201701,388,"68","CH-M01","CTD","Opportunistic bottom sample","72.0136983333","-168.51299","09042017 02:34:58.605",""
175,201901,388,"85","CH-SF02","Bongo","Oblique tow","66.8758333333","-165.003238333","09242019 04:07:58.408","BON056, STNSF02"
175,201701,389,"68","CH-M01","Bongo","Opportunistic bottom sample","72.0192983333","-168.53054","09042017 02:54:47.354",""
175,201901,389,"85","CH-SF02","3m Beam Trawl","Standard bottom sample","66.87398","-165.014946667","09242019 04:23:21.363","BEAM048, STNSF02"
175,201701,390,"68","CH-M01","3m Beam Trawl","Standard bottom sample","72.0138","-168.541995","09042017 03:13:11.577",""
175,201901,390,"85","CH-SF02","Juday","Vertical Plankton  Tow","66.8736466667","-164.999935","09242019 04:36:19.128","SF02, Juday 048"
175,201901,391,"85","CH-SF02","CTD","Oceanography","66.8737766667","-164.996755","09242019 04:40:22.993","SF02 CTD 088"
175,201701,391,"","","Seabird Survey","Seabird Survey Start","71.995675","-168.533336667","09042017 03:39:15.923",""
175,201701,392,"","","Seabird Survey","Seabird Survey End","71.8056866667","-168.49599","09042017 06:05:55.460",""
175,201901,392,"85","CH-SF02","Benthic Grab","Benthic grab","66.8738166667","-164.996288333","09242019 04:41:01.075","SF02 Grab 045"
175,201701,393,"6","CH-J06","Juday","Vertical Plankton  Tow","71.5024083333","-168.498121667","09042017 14:07:49.461","JUDAY NOT BONGO"
175,201901,393,"86","CH-B03","Bongo","Oblique tow","66.4989883333","-166.011465","09242019 16:04:52.473","BON057, STNB03"
175,201901,394,"86","CH-B03","3m Beam Trawl","Standard bottom sample","66.496325","-166.015981667","09242019 16:12:13.803","BEAM049, STNB03"
175,201701,394,"69","CH-L01","Benthic Grab","Benthic grab","71.5049083333","-168.500276667","09042017 14:15:46.003",""
175,201901,395,"86","CH-B03","Juday","Vertical Plankton  Tow","66.4982083333","-166.021393333","09242019 16:30:20.328","CH-B03, Juday 049"
175,201701,395,"69","CH-L01","CTD","Oceanography","71.508505","-168.501988333","09042017 14:27:03.570",""
175,201901,396,"86","CH-B03","CTD","Oceanography","66.4984083333","-166.020906667","09242019 16:31:15.625","ctd089, CH-B03"
175,201701,396,"69","CH-L01","Bongo","Oblique tow","71.5099866667","-168.510838333","09042017 14:42:34.048",""
175,201901,397,"86","CH-B03","Benthic Grab","Benthic grab","66.4985633333","-166.020536667","09242019 16:31:56.989","CH-B03, grab 046"
175,201701,397,"69","CH-L01","CTD","Opportunistic bottom sample","71.51087","-168.519096667","09042017 14:56:35.107",""
175,201701,398,"69","CH-L01","3m Beam Trawl","Standard bottom sample","71.5093916667","-168.521323333","09042017 15:12:26.907",""
175,201901,398,"87","CH-B02","CTD","Oceanography","66.501615","-167.246405","09242019 20:21:31.845","CTD090, STNB02"
175,201701,399,"69","CH-L01","3m Beam Trawl","Standard bottom sample","71.50146","-168.519495","09042017 15:30:12.463",""
175,201901,399,"87","CH-B02","Juday","Vertical Plankton  Tow","66.501725","-167.245898333","09242019 20:22:40.335","JUDAY050, STNB02"
175,201701,400,"6","CH-J06","Marinovich","Opportunistic off-bottom sample","71.4762316667","-168.505761667","09042017 16:13:41.616",""
175,201901,400,"87","CH-B02","Benthic Grab","Benthic grab","66.502035","-167.244825","09242019 20:25:04.030","GRAB047, STNB02"
175,201701,401,"","","Seabird Survey","Seabird Survey Start","71.4582633333","-168.493525","09042017 16:41:06.049",""
175,201901,401,"87","CH-B02","Bongo","Oblique tow","66.50186","-167.247693333","09242019 20:33:36.152","BON058, STNB02"
175,201701,402,"","","Seabird Survey","Seabird Survey End","71.499115","-166.925626667","09042017 20:58:49.544",""
175,201901,402,"87","CH-B02","3m Beam Trawl","Standard bottom sample","66.5012683333","-167.256381667","09242019 20:41:12.691","BEAM050, STNB02"
175,201701,403,"70","CH-L02","CTD","Oceanography","71.5004433333","-166.929353333","09042017 21:08:04.670",""
175,201901,403,"87","CH-B02","Nordic","Surface trawl at pre-determined station","66.499545","-167.272978333","09242019 21:21:40.543",""
175,201701,404,"70","CH-L02","Juday","Vertical Plankton  Tow","71.5011216667","-166.930668333","09042017 21:12:54.763","JUDAY NET, NOT BONGO"
175,201901,404,"87","CH-B02","Marinovich","Opportunistic off-bottom sample","66.511215","-167.21874","09242019 22:27:38.265","lots of strong schools at 20-30m just off bottom.  hr st 20-21m, keeping 1-2 m off bottom. could see specks in on marport"
175,201701,405,"70","CH-L02","Benthic Grab","Benthic grab","71.50214","-166.932075","09042017 21:18:57.464",""
175,201901,405,"88","CH-B01","Marinovich","Opportunistic off-bottom sample","66.5066316667","-168.210733333","09262019 15:39:16.220","fish near bottom, 23 m hr after running overnight, consistent sign"
175,201701,406,"70","CH-L02","CTD","Oceanography","71.5056933333","-166.939468333","09042017 21:39:45.186",""
175,201901,406,"88","CH-B01","Bongo","Oblique tow","66.4989983333","-168.502588333","09262019 17:16:38.080","BON059, STNB01"
175,201701,407,"70","CH-L02","Bongo","Oblique tow","71.5066683333","-166.95064","09042017 21:50:06.331",""
175,201901,407,"999","CH-B01","3m Beam Trawl","Standard bottom sample","66.4970666667","-168.515915","09262019 17:29:52.887","BEAM051, STNB01"
175,201701,408,"70","CH-L02","3m Beam Trawl","Standard bottom sample","71.5041883333","-166.95117","09042017 22:01:25.801",""
175,201901,408,"88","CH-B01","CTD","Oceanography","66.5087583333","-168.534281667","09262019 17:59:13.858","CTD091, STNB01"
175,201701,409,"","","Seabird Survey","Seabird Survey Start","71.4998516667","-166.92798","09042017 22:29:47.720",""
175,201901,409,"88","CH-B01","Juday","Vertical Plankton  Tow","66.50968","-168.535103333","09262019 18:00:53.236","JUDAY051, STNB01"
175,201701,410,"","","Seabird Survey","Seabird Survey End","71.5011083333","-166.351986667","09042017 23:59:26.824",""
175,201901,410,"","","Other","Mooring Deployment","63.8448283333","-167.788796667","09282019 19:02:41.975","serial 211 popup, n bering"
175,201701,411,"72","CH-L04","Marinovich","Opportunistic off-bottom sample","71.5046566667","-166.312173333","09052017 00:17:30.420",""
175,201901,411,"","","Other","Mooring Deployment","61.9989583333","-168.582653333","09292019 08:12:24.930","POP UP 215"
175,201701,412,"","","Seabird Survey","Seabird Survey Start","71.501385","-166.362831667","09052017 01:31:22.519",""
175,201901,412,"","","AI19_AU","Mooring Deployment","61.0798933333","-170.279078333","09292019 16:29:12.840","BS1 Berchok mooring"
175,201701,413,"","","Seabird Survey","Seabird Survey End","71.4998216667","-165.38014","09052017 04:08:07.308",""
175,201701,414,"71","CH-L03","Juday","Vertical Plankton  Tow","71.5003216667","-165.403016667","09052017 14:04:57.746","JUDAY NOT BONGO"
175,201701,415,"71","CH-L03","CTD","Opportunistic bottom sample","71.5006716667","-165.405931667","09052017 14:10:17.876",""
175,201701,416,"71","CH-L03","Benthic Grab","Benthic grab","71.5009916667","-165.410013333","09052017 14:16:55.538",""
175,201701,417,"71","CH-L03","Bongo","Opportunistic bottom sample","71.498925","-165.409778333","09052017 14:25:49.636",""
175,201701,418,"71","CH-L03","3m Beam Trawl","Standard bottom sample","71.4945","-165.393053333","09052017 14:40:41.898",""
175,201701,419,"71","CH-L03","Marinovich","Opportunistic off-bottom sample","71.5032066667","-164.959153333","09052017 16:49:13.034",""
175,201701,420,"","","Seabird Survey","Seabird Survey End","71.500515","-163.865195","09052017 20:08:56.179",""
175,201701,421,"72","CH-L04","CTD","Oceanography","71.498475","-163.809401667","09052017 20:30:36.536",""
175,201701,422,"72","CH-L04","Juday","Vertical Plankton  Tow","71.4984516667","-163.809675","09052017 20:31:16.270","JUDAY NET, NOT BONGO"
175,201701,423,"72","CH-L04","Benthic Grab","Benthic grab","71.4987566667","-163.813993333","09052017 20:39:57.425",""
175,201701,424,"72","CH-L04","CTD","Oceanography","71.499155","-163.822416667","09052017 20:55:44.118",""
175,201701,425,"72","CH-L04","Bongo","Oblique tow","71.4974933333","-163.82921","09052017 21:05:38.790",""
175,201701,426,"72","CH-L04","3m Beam Trawl","Standard bottom sample","71.4932533333","-163.840118333","09052017 21:16:52.373",""
175,201701,427,"","","Seabird Survey","Seabird Survey Start","71.4457633333","-163.924941667","09052017 21:59:14.750",""
175,201701,428,"","","Current Profiler","Mooring Deployment","71.22353","-164.249025","09052017 23:58:35.770","recovery of sub-surface mooring sub-alkalinity at C2"
175,201701,429,"","","CTD","Opportunistic bottom sample","71.2221233333","-164.251941667","09062017 00:26:00.090","CTD at C2 mooring location during mooring recovery"
175,201701,430,"","","Current Profiler","Mooring Recovery","71.2228166667","-164.25388","09062017 00:36:19.905","prowler recovery at C2"
175,201701,431,"","","Seabird Survey","Seabird Survey Start","71.2574816667","-164.194496667","09062017 01:43:27.320",""
175,201701,432,"","","Seabird Survey","Seabird Survey End","71.5016866667","-163.144623333","09062017 05:24:39.186",""
175,201701,433,"73","CH-L05","Bongo","Opportunistic bottom sample","71.498805","-162.208141667","09062017 14:05:52.126",""
175,201701,434,"73","CH-L05","CTD","Opportunistic bottom sample","71.4984683333","-162.20987","09062017 14:10:28.172",""
175,201701,435,"73","CH-L05","Benthic Grab","Benthic grab","71.4977216667","-162.214691667","09062017 14:22:19.741",""
175,201701,436,"73","CH-L05","Bongo","Opportunistic bottom sample","71.494765","-162.208705","09062017 14:32:41.656",""
175,201701,437,"73","CH-L05","3m Beam Trawl","Standard bottom sample","71.4916033333","-162.184268333","09062017 14:49:47.210","Footrope damaged on trawl.  Catch used."
175,201701,438,"73","CH-L05","Marinovich","Opportunistic off-bottom sample","71.4953183333","-162.187951667","09062017 15:42:12.326",""
175,201701,439,"","","Seabird Survey","Seabird Survey Start","71.4994433333","-162.137083333","09062017 16:39:34.769",""
175,201701,440,"","","Seabird Survey","Seabird Survey End","71.5004483333","-160.793295","09062017 20:04:11.757",""
175,201701,441,"74","CH-L06","CTD","Opportunistic bottom sample","71.5010333333","-160.611463333","09062017 20:45:04.256",""
175,201701,442,"74","CH-L06","Juday","Vertical Plankton  Tow","71.5007616667","-160.616118333","09062017 20:50:37.088","JUDAY, NOT BONGO"
175,201701,443,"74","CH-L06","Benthic Grab","Benthic grab","71.499805","-160.627505","09062017 21:04:09.806",""
175,201701,444,"74","CH-L06","CTD","Oceanography","71.4987933333","-160.63827","09062017 21:16:18.598",""
175,201701,445,"74","CH-L06","Bongo","Oblique tow","71.4958666667","-160.64685","09062017 21:27:58.702",""
175,201701,446,"74","CH-L06","3m Beam Trawl","Standard bottom sample","71.4903183333","-160.621125","09062017 21:51:49.545",""
175,201701,447,"74","CH-L06","Marinovich","Opportunistic off-bottom sample","71.5043916667","-160.644706667","09062017 22:36:00.527","two fish layers ~ 20m and > 30.  Concentrated on the deeper layer (but would have fished shallower layer on the way up and down)."
175,201701,448,"","","Seabird Survey","Seabird Survey Start","71.4993716667","-160.445968333","09072017 00:00:38.196",""
175,201701,449,"","","Seabird Survey","Seabird Survey End","71.49981","-159.127828333","09072017 04:26:40.701",""
175,201701,450,"75","CH-L07","Bongo","Opportunistic bottom sample","71.4973533333","-159.115228333","09072017 04:38:22.608",""
175,201701,451,"75","CH-L07","Benthic Grab","Benthic grab","71.4949483333","-159.132733333","09072017 04:51:54.408",""
175,201701,452,"75","CH-L07","CTD","Opportunistic bottom sample","71.4919833333","-159.157003333","09072017 05:10:13.904",""
175,201701,453,"75","CH-L07","Bongo","Oblique tow","71.4857933333","-159.169263333","09072017 05:24:22.852",""
