"SHIP","SURVEY","CLAMS_EVENT_NUMBER","CLAMS_STATION_NUMBER","GRID_STATION_NAME","GEAR","NET_PARTITION","CATCH_SAMPLE_NUMBER","SPECIES_CODE","COMMON_NAME","SCIENTIFIC_NAME","SPECIES_SUBCATEGORY","TOTAL_WEIGHT_IN_HAUL","SAMPLED_WEIGHT","TOTAL_NUMBER_IN_HAUL","SAMPLED_NUMBER","FREQUENCY_EXPANSION","SAMPLED_IN_MIX","WHOLE_HAULED","COMMENTS"
175,201901,197,"54","CH-K05","Marinovich","Codend",1134,21315,"Arctic staghorn sculpin","Gymnocanthus tricuspis","None",0.0041,0.001,4.0662,1,4.0662,1,0,""
175,201901,197,"54","CH-K05","Marinovich","Codend",1135,23807,"Slender eelblenny","Lumpenus fabricii","None",0.061,0.015,113.8543,28,4.0662,1,0,""
175,201901,197,"54","CH-K05","Marinovich","Codend",1136,2,"Fish larvae unident.","fish larvae unident.","None",0.0041,0.001,12.1987,3,4.0662,1,0,""
175,201901,197,"54","CH-K05","Marinovich","Codend",5415,21744,"Walleye pollock age 0","Gadus chalcogrammus Age 0","Age 0",0.7116,0.043,364.069,22,16.5486,1,0,"Genetics reassignment"
175,201901,202,"55","CH-K04","3m Beam Trawl","Codend",1156,83022,"Gorgonocephalus sp.","Gorgonocephalus sp.","None",0.343,0.343,6,6,1,0,1,""
175,201901,202,"55","CH-K04","3m Beam Trawl","Codend",1157,68580,"Snow crab","Chionoecetes opilio","None",0.309,0.309,9,9,1,0,1,""
175,201901,202,"55","CH-K04","3m Beam Trawl","Codend",1158,23806,"Stout eelblenny","Lumpenus medius","None",0.5,0.242,105.3719,51,2.0661,0,1,""
175,201901,202,"55","CH-K04","3m Beam Trawl","Codend",1159,21334,"Hamecon","Artediellus scaber","None",0.008,0.008,2,2,1,0,1,""
175,201901,202,"55","CH-K04","3m Beam Trawl","Codend",1160,23807,"Slender eelblenny","Lumpenus fabricii","None",0.098,0.098,40,40,1,0,1,""
175,201901,202,"55","CH-K04","3m Beam Trawl","Codend",1161,10140,"Bering flounder","Hippoglossoides robustus","None",0.016,0.016,1,1,1,0,1,""
175,201901,202,"55","CH-K04","3m Beam Trawl","Codend",1162,21725,"Arctic cod","Boreogadus saida","Age 1+",0.052,0.052,9,9,1,0,1,""
175,201901,202,"55","CH-K04","3m Beam Trawl","Codend",1163,21315,"Arctic staghorn sculpin","Gymnocanthus tricuspis","None",0.008,0.008,7,7,1,0,1,""
175,201901,202,"55","CH-K04","3m Beam Trawl","Codend",1164,21725,"Arctic cod","Boreogadus saida","Age 0",0.238,0.102,121.3333,52,2.3333,0,1,""
175,201901,202,"55","CH-K04","3m Beam Trawl","Codend",1166,71884,"Neptunea heros","Neptunea heros","None",0.075,0.075,1,1,1,0,1,""
175,201901,202,"55","CH-K04","3m Beam Trawl","Codend",1167,1151,"Boreotrophon truncatus","Boreotrophon truncatus","None",0.004,0.004,1,1,1,0,1,""
175,201901,202,"55","CH-K04","3m Beam Trawl","Codend",1168,20051,"Arctic alligatorfish","Ulcina olrikii","None",0.013,0.013,11,11,1,0,1,""
175,201901,202,"55","CH-K04","3m Beam Trawl","Codend",1169,1166,"Mohnia sp.","Mohnia sp.","None",0.008,0.008,1,1,1,0,1,""
175,201901,202,"55","CH-K04","3m Beam Trawl","Codend",1170,72106,"Oenopota elegans","Oenopota elegans","None",0.001,0.001,1,1,1,0,1,""
175,201901,202,"55","CH-K04","3m Beam Trawl","Codend",1171,20050,"Aleutian alligatorfish","Aspidophoroides bartoni","None",0.001,0.001,1,1,1,0,1,"ASPIDOPHOROIDES MONOPTERYGIUS, ALLIGATORFISH "
175,201901,202,"55","CH-K04","3m Beam Trawl","Codend",1172,21368,"Shorthorn (Warty) sculpin","Myoxocephalus scorpius","None",0.003,0.003,2,2,1,0,1,""
175,201901,202,"55","CH-K04","3m Beam Trawl","Codend",1173,73183,"Northern admete","Admete virdula","None",0.002,0.002,1,1,1,0,1,""
175,201901,202,"55","CH-K04","3m Beam Trawl","Codend",1174,72752,"Ladder whelk","Buccinum scalariforme","None",0.015,0.015,3,3,1,0,1,""
175,201901,202,"55","CH-K04","3m Beam Trawl","Codend",1175,85221,"Psolus peroni","Psolus peroni","None",0.9418,0.061,15.4398,1,15.4398,1,0,""
175,201901,202,"55","CH-K04","3m Beam Trawl","Codend",1176,1130,"Neptunea communis","Neptunea communis","None",0.033,0.033,2,2,1,0,1,""
175,201901,202,"55","CH-K04","3m Beam Trawl","Codend",1177,24184,"Marbled eelpout","Lycodes raridens","None",0.053,0.053,4,4,1,0,1,""
175,201901,202,"55","CH-K04","3m Beam Trawl","Codend",1178,1147,"Obesotoma sp.","Obesotoma sp.","None",0.001,0.001,1,1,1,0,1,""
175,201901,202,"55","CH-K04","3m Beam Trawl","Codend",1179,71710,"Colus sp.","Colus sp.","None",0.001,0.001,1,1,1,0,1,""
175,201901,202,"55","CH-K04","3m Beam Trawl","Codend",1180,71580,"Pale moonsnail","Euspira pallida","None",0.001,0.001,1,1,1,0,1,""
175,201901,202,"55","CH-K04","3m Beam Trawl","Codend",1182,66203,"Spiny lebbeid","Lebbeus groenlandicus","None",0.0154,0.001,15.4398,1,15.4398,1,0,""
175,201901,202,"55","CH-K04","3m Beam Trawl","Codend",1183,69120,"Hairy hermit crab","Pagurus capillatus","None",0.0154,0.001,15.4398,1,15.4398,1,0,""
175,201901,202,"55","CH-K04","3m Beam Trawl","Codend",1184,1119,"Eualus gaimardii gaimardii","Eualus gaimardii gaimardii","None",0.0309,0.002,46.3193,3,15.4398,1,0,""
175,201901,202,"55","CH-K04","3m Beam Trawl","Codend",1185,66515,"Twospine crangon","Crangon communis","None",0.6948,0.045,169.8373,11,15.4398,1,0,""
175,201901,202,"55","CH-K04","3m Beam Trawl","Codend",1186,24193,"Gymnelus sp.","Gymnelus sp.","None",0.001,0.001,1,1,1,0,1,""
175,201901,202,"55","CH-K04","3m Beam Trawl","Codend",1187,66179,"Greenland shrimp","Eualus macilentus","None",0.0154,0.001,15.4398,1,15.4398,1,0,""
175,201901,202,"55","CH-K04","3m Beam Trawl","Codend",1188,1106,"Eualus gaimardii belcheri","Eualus gaimardii belcheri","None",0.1081,0.007,108.0783,7,15.4398,1,0,""
175,201901,202,"55","CH-K04","3m Beam Trawl","Codend",1189,24189,"Polar eelpout","Lycodes turneri","None",0.001,0.001,1,1,1,0,1,""
175,201901,202,"55","CH-K04","3m Beam Trawl","Codend",1190,69900,"Sea spider unident.","Pycnogonida (class)","None",0.0154,0.001,15.4398,1,15.4398,1,0,""
175,201901,202,"55","CH-K04","3m Beam Trawl","Codend",1191,22238,"Liparis tunicatus","Liparis tunicatus","None",0.003,0.003,1,1,1,0,1,""
175,201901,202,"55","CH-K04","3m Beam Trawl","Codend",1192,69061,"Splendid hermit","Labidochirus splendescens","None",0.0154,0.001,15.4398,1,15.4398,1,0,""
175,201901,202,"55","CH-K04","3m Beam Trawl","Codend",1193,66530,"Ridged crangon","Crangon dalli","None",0.0309,0.002,15.4398,1,15.4398,1,0,""
175,201901,202,"55","CH-K04","3m Beam Trawl","Codend",1194,66170,"Eualus sp.","Eualus sp.","None",0.0309,0.002,77.1988,5,15.4398,1,0,""
175,201901,202,"55","CH-K04","3m Beam Trawl","Codend",1195,10000,"Fish eggs unident.","fish eggs unident.","None",0.0154398,0.001,0,0,15.4398,1,0,""
175,201901,202,"55","CH-K04","3m Beam Trawl","Codend",1197,1156,"Amphianthus sp.","Amphianthus sp.","None",0.0154,0.001,30.8795,2,15.4398,1,0,""
175,201901,202,"55","CH-K04","3m Beam Trawl","Codend",1198,95039,"disc bryozoan","Alcyonidium disciforme","None",0.3551154,0.023,0,0,15.4398,1,0,""
175,201901,202,"55","CH-K04","3m Beam Trawl","Codend",1199,74647,"Astarte montagui","Astarte montagui","None",0.139,0.009,30.8795,2,15.4398,1,0,""
175,201901,202,"55","CH-K04","3m Beam Trawl","Codend",1200,99998,"Polychaete tubes","Polychaete tubes","None",0.0154398,0.001,0,0,15.4398,1,0,""
175,201901,202,"55","CH-K04","3m Beam Trawl","Codend",1201,72539,"Margarites beringensis","Margarites beringensis","None",0.208,0.127,81.8898,50,1.6378,0,1,""
175,201901,202,"55","CH-K04","3m Beam Trawl","Codend",1202,43000,"Sea anemone unident.","Actiniaria (order)","None",0.0154,0.001,108.0783,7,15.4398,1,0,""
175,201901,202,"55","CH-K04","3m Beam Trawl","Codend",1203,83320,"Notched brittlestar","Ophiura sarsi","None",18.6975,0.05,18697.5482,50,373.951,1,0,"MANY SMALL RECRUITS "
175,201901,202,"55","CH-K04","3m Beam Trawl","Codend",1204,72751,"Sinuous whelk","Buccinum plectrum","None",0.014,0.014,1,1,1,0,1,""
175,201901,202,"55","CH-K04","3m Beam Trawl","Codend",1205,21441,"Spatulate sculpin","Icelus spatula","None",0.001,0.001,1,1,1,0,1,""
175,201901,202,"55","CH-K04","3m Beam Trawl","Codend",1206,71526,"Arctic moonsnail","Cryptonatica affinis","None",0.075,0.075,23,23,1,0,1,""
175,201901,202,"55","CH-K04","3m Beam Trawl","Codend",1214,68577,"Circumboreal toad crab","Hyas coarctatus","None",0.6022,0.039,15.4398,1,15.4398,1,0,""
175,201901,202,"55","CH-K04","3m Beam Trawl","Codend",1215,99999,"Unsorted shab","unsorted shab","None",0.1235184,0.008,0,0,15.4398,1,0,""
175,201901,204,"55","CH-K04","Marinovich","Codend",1240,21725,"Arctic cod","Boreogadus saida","Age 0",8.6342,0.144,6055.9147,101,59.9596,1,0,""
175,201901,204,"55","CH-K04","Marinovich","Codend",1241,40561,"Lions mane","Cyanea capillata","None",17.4388,2.046,59.6636,7,8.5234,1,0,""
175,201901,204,"55","CH-K04","Marinovich","Codend",1242,40562,"Staurophora mertensi","Staurophora mertensi","None",1.8751,0.22,8.5234,1,8.5234,1,0,""
175,201901,204,"55","CH-K04","Marinovich","Codend",1244,40520,"brown rimmed jelly","Aurelia limbata","None",22.2545,1.461,106.6267,7,15.2324,1,0,""
175,201901,204,"55","CH-K04","Marinovich","Codend",1245,40504,"Chrysaora melanaster","Chrysaora melanaster","None",53.6972,5.856,55.0177,6,9.1696,1,0,""
175,201901,204,"55","CH-K04","Marinovich","Codend",1246,23041,"Capelin","Mallotus villosus","None",0.0682,0.008,8.5234,1,8.5234,1,0,""
175,201901,204,"55","CH-K04","Marinovich","Codend",1247,20203,"Arctic Sand Lance","Ammodytes hexapterus","None",0.1193,0.014,178.9908,21,8.5234,1,0,""
175,201901,204,"55","CH-K04","Marinovich","Codend",1248,20051,"Arctic alligatorfish","Ulcina olrikii","None",0.0085,0.001,8.5234,1,8.5234,1,0,""
175,201901,204,"55","CH-K04","Marinovich","Codend",1250,21368,"Shorthorn (Warty) sculpin","Myoxocephalus scorpius","None",0.0085,0.001,8.5234,1,8.5234,1,0,""
175,201901,204,"55","CH-K04","Marinovich","Codend",1251,2,"Fish larvae unident.","fish larvae unident.","None",0.0085,0.001,8.5234,1,8.5234,1,0,""
175,201901,204,"55","CH-K04","Marinovich","Codend",5429,21744,"Walleye pollock age 0","Gadus chalcogrammus Age 0","Age 0",7.1596,0.054,5038.2597,38,132.5858,1,0,"Genetics reassignment"
175,201901,209,"56","CH-K03","3m Beam Trawl","Codend",1254,21725,"Arctic cod","Boreogadus saida","Age 1+",0.049,0.049,3,3,1,0,1,""
175,201901,209,"56","CH-K03","3m Beam Trawl","Codend",1255,21725,"Arctic cod","Boreogadus saida","Age 0",0.435,0.103,211.165,50,4.2233,0,1,""
175,201901,209,"56","CH-K03","3m Beam Trawl","Codend",1256,23806,"Stout eelblenny","Lumpenus medius","None",0.053,0.053,16,16,1,0,1,""
175,201901,209,"56","CH-K03","3m Beam Trawl","Codend",1257,23807,"Slender eelblenny","Lumpenus fabricii","None",0.285,0.14,103.8214,51,2.0357,0,1,""
175,201901,209,"56","CH-K03","3m Beam Trawl","Codend",1258,21315,"Arctic staghorn sculpin","Gymnocanthus tricuspis","None",0.045,0.045,36,36,1,0,1,""
175,201901,209,"56","CH-K03","3m Beam Trawl","Codend",1259,10140,"Bering flounder","Hippoglossoides robustus","None",0.002,0.002,1,1,1,0,1,""
175,201901,209,"56","CH-K03","3m Beam Trawl","Codend",1261,21441,"Spatulate sculpin","Icelus spatula","None",0.006,0.006,1,1,1,0,1,""
175,201901,209,"56","CH-K03","3m Beam Trawl","Codend",1262,1195,"Colus jeffreysianus","Colus jeffreysianus","None",0.008,0.008,1,1,1,0,1,""
175,201901,209,"56","CH-K03","3m Beam Trawl","Codend",1263,68580,"Snow crab","Chionoecetes opilio","None",0.157,0.157,8,8,1,0,1,""
175,201901,209,"56","CH-K03","3m Beam Trawl","Codend",1264,80590,"Leptasterias polaris","Leptasterias polaris","None",0.047,0.047,1,1,1,0,1,""
175,201901,209,"56","CH-K03","3m Beam Trawl","Codend",1265,24184,"Marbled eelpout","Lycodes raridens","None",0.013,0.013,2,2,1,0,1,""
175,201901,209,"56","CH-K03","3m Beam Trawl","Codend",1266,20051,"Arctic alligatorfish","Ulcina olrikii","None",0.001,0.001,1,1,1,0,1,""
175,201901,209,"56","CH-K03","3m Beam Trawl","Codend",1267,69086,"Fuzzy hermit crab","Pagurus trigonocheirus","None",0.0083,0.004,2.0657,1,2.0657,1,0,""
175,201901,209,"56","CH-K03","3m Beam Trawl","Codend",1268,40520,"brown rimmed jelly","Aurelia limbata","None",0.965,0.965,4,4,1,0,1,""
175,201901,209,"56","CH-K03","3m Beam Trawl","Codend",1270,64000,"Mysid unident.","Mysidacea (order)","None",0.0185913,0.009,0,0,2.0657,1,0,""
175,201901,209,"56","CH-K03","3m Beam Trawl","Codend",1271,63500,"Euphausiid unident.","Euphausiacea (order)","None",0.0330512,0.016,0,0,2.0657,1,0,""
175,201901,209,"56","CH-K03","3m Beam Trawl","Codend",1272,68000,"Crab unident.","crab unident.","None",0.0041,0.002,6.1971,3,2.0657,1,0,""
175,201901,209,"56","CH-K03","3m Beam Trawl","Codend",1273,24185,"Wattled eelpout","Lycodes palearis","None",0.012,0.012,2,2,1,0,1,""
175,201901,209,"56","CH-K03","3m Beam Trawl","Codend",1274,83320,"Notched brittlestar","Ophiura sarsi","None",0.0103,0.005,57.84,28,2.0657,1,0,""
175,201901,209,"56","CH-K03","3m Beam Trawl","Codend",1275,60140,"Anonyx sp.","Anonyx sp.","None",0.0021,0.001,4.1314,2,2.0657,1,0,""
175,201901,209,"56","CH-K03","3m Beam Trawl","Codend",1276,40500,"Jellyfish unident.","Scyphozoa (class)","None",0.0537082,0.026,0,0,2.0657,1,0,""
175,201901,209,"56","CH-K03","3m Beam Trawl","Codend",1278,24188,"Canadian eelpout","Lycodes polaris","None",0.013,0.013,1,1,1,0,1,""
175,201901,209,"56","CH-K03","3m Beam Trawl","Codend",1279,22238,"Liparis tunicatus","Liparis tunicatus","None",0.004,0.004,2,2,1,0,1,""
175,201901,209,"56","CH-K03","3m Beam Trawl","Codend",1280,1106,"Eualus gaimardii belcheri","Eualus gaimardii belcheri","None",0.0165,0.008,28.92,14,2.0657,1,0,""
175,201901,209,"56","CH-K03","3m Beam Trawl","Codend",1281,66045,"Humpy shrimp","Pandalus goniurus","None",0.0475,0.019,12.503,5,2.5006,1,0,""
175,201901,209,"56","CH-K03","3m Beam Trawl","Codend",1282,66170,"Eualus sp.","Eualus sp.","None",0.126,0.03,210.0143,50,4.2003,1,0,""
175,201901,209,"56","CH-K03","3m Beam Trawl","Codend",1283,66179,"Greenland shrimp","Eualus macilentus","None",0.0702,0.027,130.0635,50,2.6013,1,0,""
175,201901,209,"56","CH-K03","3m Beam Trawl","Codend",1284,66530,"Ridged crangon","Crangon dalli","None",0.0124,0.006,6.1971,3,2.0657,1,0,""
175,201901,209,"56","CH-K03","3m Beam Trawl","Codend",1285,66570,"Argis sp.","Argis sp.","None",0.1777,0.086,123.9429,60,2.0657,1,0,""
175,201901,209,"56","CH-K03","3m Beam Trawl","Codend",5430,21744,"Walleye pollock age 0","Gadus chalcogrammus Age 0","Age 1+",0.005,0.005,1,1,1,0,1,"Genetics reassignment"
175,201901,211,"56","CH-K03","Marinovich","Codend",1323,21725,"Arctic cod","Boreogadus saida","Age 0",1.0079,0.036,1147.891,41,27.9973,1,0,""
175,201901,211,"56","CH-K03","Marinovich","Codend",1326,21720,"Pacific cod","Gadus macrocephalus","None",0.017,0.017,3,3,1,0,1,""
175,201901,211,"56","CH-K03","Marinovich","Codend",1327,21735,"Saffron cod","Eleginus gracilis","None",0.008,0.008,3,3,1,0,1,""
175,201901,211,"56","CH-K03","Marinovich","Codend",1328,21368,"Shorthorn (Warty) sculpin","Myoxocephalus scorpius","None",0.28,0.015,149.3191,8,18.6649,1,0,""
175,201901,211,"56","CH-K03","Marinovich","Codend",1329,64000,"Mysid unident.","Mysidacea (order)","None",0.0933,0.005,391.9628,21,18.6649,1,0,""
175,201901,211,"56","CH-K03","Marinovich","Codend",1330,20203,"Arctic Sand Lance","Ammodytes hexapterus","None",0.5786,0.031,933.2447,50,18.6649,1,0,""
175,201901,211,"56","CH-K03","Marinovich","Codend",1331,23807,"Slender eelblenny","Lumpenus fabricii","None",3.285,0.024,6570.0426,48,136.8759,1,0,""
175,201901,211,"56","CH-K03","Marinovich","Codend",1332,23041,"Capelin","Mallotus villosus","None",0.272,0.272,42,42,1,0,1,""
175,201901,211,"56","CH-K03","Marinovich","Codend",1333,40561,"Lions mane","Cyanea capillata","None",31.2637,1.675,55.9947,3,18.6649,1,0,""
175,201901,211,"56","CH-K03","Marinovich","Codend",1334,40562,"Staurophora mertensi","Staurophora mertensi","None",19.3555013,1.037,0,0,18.6649,1,0,""
175,201901,211,"56","CH-K03","Marinovich","Codend",1335,40520,"brown rimmed jelly","Aurelia limbata","None",116.8049,1.786,654.0028,10,65.4003,1,0,""
175,201901,211,"56","CH-K03","Marinovich","Codend",5435,21744,"Walleye pollock age 0","Gadus chalcogrammus Age 0","Age 0",2.7064,0.096,3072.9025,109,28.1918,1,0,"Genetics reassignment"
175,201901,211,"56","CH-K03","Marinovich","Codend",5436,21720,"Pacific cod","Gadus macrocephalus","Age 0",0.056,0.002,55.9947,2,27.9973,1,0,"Genetics reassignment"
175,201901,211,"56","CH-K03","Marinovich","Codend",5437,21725,"Arctic cod","Boreogadus saida","None",0.01,0.01,2,2,1,0,1,"Genetics reassignment"
175,201901,211,"56","CH-K03","Marinovich","Codend",5438,21735,"Saffron cod","Eleginus gracilis","Age 0",0.0187,0.001,18.6649,1,18.6649,1,0,"Genetics reassignment"
175,201901,215,"57","CH-K02","3m Beam Trawl","Codend",1338,21725,"Arctic cod","Boreogadus saida","None",0.023,0.023,4,4,1,0,1,""
175,201901,215,"57","CH-K02","3m Beam Trawl","Codend",1339,40520,"brown rimmed jelly","Aurelia limbata","None",0.239,0.239,1,1,1,0,1,""
175,201901,215,"57","CH-K02","3m Beam Trawl","Codend",1340,40561,"Lions mane","Cyanea capillata","None",0.99,0.99,1,1,1,0,1,""
175,201901,215,"57","CH-K02","3m Beam Trawl","Codend",1341,23807,"Slender eelblenny","Lumpenus fabricii","None",0.02,0.02,18,18,1,0,1,""
175,201901,215,"57","CH-K02","3m Beam Trawl","Codend",1342,68580,"Snow crab","Chionoecetes opilio","None",0.07,0.07,3,3,1,0,1,""
175,201901,215,"57","CH-K02","3m Beam Trawl","Codend",1343,23806,"Stout eelblenny","Lumpenus medius","None",0.006,0.006,1,1,1,0,1,""
175,201901,215,"57","CH-K02","3m Beam Trawl","Codend",1344,21315,"Arctic staghorn sculpin","Gymnocanthus tricuspis","None",0.001,0.001,2,2,1,0,1,""
175,201901,215,"57","CH-K02","3m Beam Trawl","Codend",1345,99993,"Empty bivalve shells","empty bivalve shells","None",0.008,0.008,0,0,1,0,1,""
175,201901,215,"57","CH-K02","3m Beam Trawl","Codend",1346,99994,"Empty gastropod shells","empty gastropod shells","None",0.001,0.001,0,0,1,0,1,""
175,201901,215,"57","CH-K02","3m Beam Trawl","Codend",1347,1146,"Latisipho hypolispus","Latisipho hypolispus","None",0.01,0.01,1,1,1,0,1,""
175,201901,215,"57","CH-K02","3m Beam Trawl","Codend",1348,66179,"Greenland shrimp","Eualus macilentus","None",0.002,0.002,3,3,1,0,1,""
175,201901,215,"57","CH-K02","3m Beam Trawl","Codend",1349,1137,"Nodulotrophon coronatus","Nodulotrophon coronatus","None",0.003,0.003,1,1,1,0,1,""
175,201901,215,"57","CH-K02","3m Beam Trawl","Codend",1350,72535,"Boreal rosy margarite","Margarites costalis","None",0.001,0.001,1,1,1,0,1,""
175,201901,215,"57","CH-K02","3m Beam Trawl","Codend",1351,66045,"Humpy shrimp","Pandalus goniurus","None",0.001,0.001,1,1,1,0,1,""
175,201901,215,"57","CH-K02","3m Beam Trawl","Codend",1352,69120,"Hairy hermit crab","Pagurus capillatus","None",0.001,0.001,1,1,1,0,1,""
175,201901,215,"57","CH-K02","3m Beam Trawl","Codend",1353,69086,"Fuzzy hermit crab","Pagurus trigonocheirus","None",0.019,0.019,3,3,1,0,1,""
175,201901,215,"57","CH-K02","3m Beam Trawl","Codend",1354,66515,"Twospine crangon","Crangon communis","None",0.011,0.011,3,3,1,0,1,""
175,201901,215,"57","CH-K02","3m Beam Trawl","Codend",1355,66530,"Ridged crangon","Crangon dalli","None",0.003,0.003,1,1,1,0,1,""
175,201901,215,"57","CH-K02","3m Beam Trawl","Codend",1356,66170,"Eualus sp.","Eualus sp.","None",0.001,0.001,1,1,1,0,1,""
175,201901,215,"57","CH-K02","3m Beam Trawl","Codend",1357,74420,"Northern yoldia","Yoldia hyperborea","None",0.001,0.001,1,1,1,0,1,""
175,201901,215,"57","CH-K02","3m Beam Trawl","Codend",1358,74436,"Northern nutclam","Nuculana pernula","None",0.057,0.025,114,50,2.28,0,1,""
175,201901,215,"57","CH-K02","3m Beam Trawl","Codend",1359,60001,"Crustacean unident.","Crustacea (subphylum)","None",0.03,0.03,0,0,1,0,1,""
175,201901,217,"57","CH-K02","Marinovich","Codend",1390,40561,"Lions mane","Cyanea capillata","None",7.608,3.298,23.0685,10,2.3069,0,1,""
175,201901,217,"57","CH-K02","Marinovich","Codend",1391,40504,"Chrysaora melanaster","Chrysaora melanaster","None",62.648,16.728,37.451,10,3.7451,0,1,""
175,201901,217,"57","CH-K02","Marinovich","Codend",1393,40520,"brown rimmed jelly","Aurelia limbata","None",21.062,1.865,45.1732,4,11.2933,0,1,""
175,201901,217,"57","CH-K02","Marinovich","Codend",1396,40562,"Staurophora mertensi","Staurophora mertensi","None",5.39,5.39,0,0,1,0,1,""
175,201901,217,"57","CH-K02","Marinovich","Codend",1397,20203,"Arctic Sand Lance","Ammodytes hexapterus","None",2.0173,0.356,1643.3333,290,5.6667,1,0,""
175,201901,217,"57","CH-K02","Marinovich","Codend",1398,21735,"Saffron cod","Eleginus gracilis","None",0.014,0.014,3,3,1,0,1,""
175,201901,217,"57","CH-K02","Marinovich","Codend",1399,21720,"Pacific cod","Gadus macrocephalus","None",0.02,0.02,3,3,1,0,1,""
175,201901,217,"57","CH-K02","Marinovich","Codend",1401,23807,"Slender eelblenny","Lumpenus fabricii","None",0.0737,0.013,113.3333,20,5.6667,1,0,""
175,201901,217,"57","CH-K02","Marinovich","Codend",1402,21368,"Shorthorn (Warty) sculpin","Myoxocephalus scorpius","None",0.0907,0.016,51,9,5.6667,1,0,""
175,201901,217,"57","CH-K02","Marinovich","Codend",5444,21744,"Walleye pollock age 0","Gadus chalcogrammus Age 0","Age 0",1.836,0.236,1213.6271,156,7.7797,1,0,"Genetics reassignment"
175,201901,217,"57","CH-K02","Marinovich","Codend",5445,21735,"Saffron cod","Eleginus gracilis","Age 0",0.017,0.002,8.5,1,8.5,1,0,"Genetics reassignment"
175,201901,217,"57","CH-K02","Marinovich","Codend",5446,21720,"Pacific cod","Gadus macrocephalus","Age 0",0.0397,0.005,23.8,3,7.9333,1,0,"Genetics reassignment"
175,201901,221,"58","CH-K01","3m Beam Trawl","Codend",1409,80030,"tube worm unid.","Urasterias lincki","None",0.341,0.341,1,1,1,0,1,"URASTERIAS LINCKII "
175,201901,221,"58","CH-K01","3m Beam Trawl","Codend",1410,10140,"Bering flounder","Hippoglossoides robustus","None",0.079,0.079,11,11,1,0,1,""
175,201901,221,"58","CH-K01","3m Beam Trawl","Codend",1411,10211,"Longhead dab","Limanda proboscidea","None",0.005,0.005,1,1,1,0,1,""
175,201901,221,"58","CH-K01","3m Beam Trawl","Codend",1412,23806,"Stout eelblenny","Lumpenus medius","None",0.08,0.08,24,24,1,0,1,""
175,201901,221,"58","CH-K01","3m Beam Trawl","Codend",1413,23807,"Slender eelblenny","Lumpenus fabricii","None",0.111,0.077,72.0779,50,1.4416,0,1,""
175,201901,221,"58","CH-K01","3m Beam Trawl","Codend",1414,21725,"Arctic cod","Boreogadus saida","Age 0",0.116,0.099,58.5859,50,1.1717,0,1,""
175,201901,221,"58","CH-K01","3m Beam Trawl","Codend",1415,10115,"Greenland turbot","Reinhardtius hippoglossoides","None",0.001,0.001,1,1,1,0,1,""
175,201901,221,"58","CH-K01","3m Beam Trawl","Codend",1416,21725,"Arctic cod","Boreogadus saida","Age 1+",0.04,0.04,2,2,1,0,1,""
175,201901,221,"58","CH-K01","3m Beam Trawl","Codend",1417,80110,"Leptasterias groenlandica","Leptasterias groenlandica","None",0.072,0.072,5,5,1,0,1,""
175,201901,221,"58","CH-K01","3m Beam Trawl","Codend",1418,20051,"Arctic alligatorfish","Ulcina olrikii","None",0.008,0.008,13,13,1,0,1,""
175,201901,221,"58","CH-K01","3m Beam Trawl","Codend",1419,80590,"Leptasterias polaris","Leptasterias polaris","None",0.042,0.042,1,1,1,0,1,""
175,201901,221,"58","CH-K01","3m Beam Trawl","Codend",1420,69086,"Fuzzy hermit crab","Pagurus trigonocheirus","None",0.6378,0.053,48.1325,4,12.0331,1,0,""
175,201901,221,"58","CH-K01","3m Beam Trawl","Codend",1421,69061,"Splendid hermit","Labidochirus splendescens","None",0.0602,0.005,12.0331,1,12.0331,1,0,""
175,201901,221,"58","CH-K01","3m Beam Trawl","Codend",1422,83336,"Stegophiura nodosa","Stegophiura nodosa","None",0.5535,0.006,4704.947,51,92.2539,1,0,"OPHIOCTEN SERICEUM "
175,201901,221,"58","CH-K01","3m Beam Trawl","Codend",1423,24188,"Canadian eelpout","Lycodes polaris","None",0.014,0.014,10,10,1,0,1,""
175,201901,221,"58","CH-K01","3m Beam Trawl","Codend",1424,66530,"Ridged crangon","Crangon dalli","None",0.0241,0.002,12.0331,1,12.0331,1,0,""
175,201901,221,"58","CH-K01","3m Beam Trawl","Codend",1425,66045,"Humpy shrimp","Pandalus goniurus","None",0.0361,0.003,12.0331,1,12.0331,1,0,""
175,201901,221,"58","CH-K01","3m Beam Trawl","Codend",1426,66179,"Greenland shrimp","Eualus macilentus","None",0.0722,0.006,96.2649,8,12.0331,1,0,""
175,201901,221,"58","CH-K01","3m Beam Trawl","Codend",1427,66570,"Argis sp.","Argis sp.","None",0.1444,0.012,108.298,9,12.0331,1,0,""
175,201901,221,"58","CH-K01","3m Beam Trawl","Codend",1428,66174,"Arctic eualid","Eualus fabricii","None",0.012,0.001,24.0662,2,12.0331,1,0,""
175,201901,221,"58","CH-K01","3m Beam Trawl","Codend",1429,21368,"Shorthorn (Warty) sculpin","Myoxocephalus scorpius","None",0.018,0.018,11,11,1,0,1,""
175,201901,221,"58","CH-K01","3m Beam Trawl","Codend",1430,66175,"Eualus gaimardii","Eualus gaimardii","None",0.1083,0.009,144.3974,12,12.0331,1,0,""
175,201901,221,"58","CH-K01","3m Beam Trawl","Codend",1431,21315,"Arctic staghorn sculpin","Gymnocanthus tricuspis","None",0.042,0.042,34,34,1,0,1,""
