StationID,Year,ArcticEis_Station,StationNumber,EventStartDate (GMT),Latitude,Longitude,LatitudeStart DD,LongitudeStart DD,BottomDepth (m),Depth (m),PrimarySalinity PSU,PrimaryTemperature deg. C,ChlorophyllA ug/L,BeamTransmisson %,PARIrradiance uE,PrimaryOxygenSat %,SigmaTheta kg/m3,PO4 uM,SiO4 uM,NO3 uM,NO2 uM,NH4 uM,,,,
'2012080113201,2012,NB-R01,132,9/13/2012,64.00,-169.00,64.499,-168.997,42,24,32.6642,0.4464,3.184494405,81.6813,0.10568,94.00021,26.199,,,,,,,,,
'2012080113201,2012,NB-R01,132,9/13/2012,64.00,-169.00,64.499,-168.997,42,25,32.6652,0.4433,2.770743018,81.7066,0.0859,93.78381,26.2,,,,,,,,,
'2012080113201,2012,NB-R01,132,9/13/2012,64.00,-169.00,64.499,-168.997,42,26,32.6651,0.4413,2.959572538,81.7402,0.0713,93.62127,26.2,,,,,,,,,
'2012080113201,2012,NB-R01,132,9/13/2012,64.00,-169.00,64.499,-168.997,42,27,32.6655,0.4407,2.84484323,81.6569,0.0625,93.71404,26.2,,,,,,,,,
'2012080113201,2012,NB-R01,132,9/13/2012,64.00,-169.00,64.499,-168.997,42,28,32.6657,0.4402,2.898679302,81.6855,0.0547,93.54908,26.2,,,,,,,,,
'2012080113201,2012,NB-R01,132,9/13/2012,64.00,-169.00,64.499,-168.997,42,29,32.6658,0.439,2.5485432,81.7649,0.05,93.315,26.2,,,,,,,,,
'2012080113201,2012,NB-R01,132,9/13/2012,64.00,-169.00,64.499,-168.997,42,30,32.666,0.4374,2.573747354,81.6738,0.0461,93.03265,26.201,2.013942,41.688,20.55043,0.1370028,1.321099,,,,
'2012080113201,2012,NB-R01,132,9/13/2012,64.00,-169.00,64.499,-168.997,42,31,32.6662,0.4351,2.641596935,81.6366,0.0435,93.00554,26.201,,,,,,,,,
'2012080113201,2012,NB-R01,132,9/13/2012,64.00,-169.00,64.499,-168.997,42,32,32.6662,0.4334,2.489061397,81.5232,0.0415,92.87869,26.201,,,,,,,,,
'2012080113201,2012,NB-R01,132,9/13/2012,64.00,-169.00,64.499,-168.997,42,33,32.666,0.4325,2.371710858,81.6093,0.0399,92.84212,26.201,,,,,,,,,
'2012080113201,2012,NB-R01,132,9/13/2012,64.00,-169.00,64.499,-168.997,42,34,32.6659,0.4323,2.446315153,81.0374,0.0388,92.74252,26.201,,,,,,,,,
'2012080113201,2012,NB-R01,132,9/13/2012,64.00,-169.00,64.499,-168.997,42,35,32.6659,0.4328,2.426555096,80.9244,0.0379,92.71089,26.201,2.055042,41.10084,20.45256,0.1370028,1.370028,,,,
'2012080113201,2012,NB-R01,132,9/13/2012,64.00,-169.00,64.499,-168.997,42,36,32.666,0.4345,2.403669725,80.6368,0.0367,92.89005,26.201,,,,,,,,,
'2012080113301,2012,NB-R00,133,9/13/2012,64.00,-170.00,64.499,-170.001,46,0,31.8263,4.5854,1.551668515,89.3709,,102.0633,25.204,,,,,,,,,
'2012080113301,2012,NB-R00,133,9/13/2012,64.00,-170.00,64.499,-170.001,46,1,31.8263,4.5854,1.551668515,89.3709,,102.0633,25.204,,,,,,,,,
'2012080113301,2012,NB-R00,133,9/13/2012,64.00,-170.00,64.499,-170.001,46,2,31.8263,4.5854,1.551668515,89.3709,4.3996,102.0633,25.204,0.445536,4.406399,2.83968,0.03916799,0.2448,,,,
'2012080113301,2012,NB-R00,133,9/13/2012,64.00,-170.00,64.499,-170.001,46,3,31.8262,4.5872,1.551769332,89.3018,3.6034,102.2671,25.204,,,,,,,,,
'2012080113301,2012,NB-R00,133,9/13/2012,64.00,-170.00,64.499,-170.001,46,4,31.8263,4.5904,1.5800988,89.1586,3.0775,102.258,25.203,,,,,,,,,
'2012080113301,2012,NB-R00,133,9/13/2012,64.00,-170.00,64.499,-170.001,46,5,31.8263,4.5888,1.618106664,89.4222,2.6024,102.2425,25.204,,,,,,,,,
'2012080113301,2012,NB-R00,133,9/13/2012,64.00,-170.00,64.499,-170.001,46,6,31.8262,4.5928,1.654199012,89.4184,2.3202,102.1223,25.203,,,,,,,,,
'2012080113301,2012,NB-R00,133,9/13/2012,64.00,-170.00,64.499,-170.001,46,7,31.8259,4.5946,1.628591592,89.4054,2.0265,102.2073,25.203,,,,,,,,,
'2012080113301,2012,NB-R00,133,9/13/2012,64.00,-170.00,64.499,-170.001,46,8,31.8259,4.5926,1.593104144,89.4016,1.8263,102.2688,25.203,,,,,,,,,
'2012080113301,2012,NB-R00,133,9/13/2012,64.00,-170.00,64.499,-170.001,46,9,31.8261,4.5924,1.562758343,89.4331,1.6066,102.2307,25.203,,,,,,,,,
'2012080113301,2012,NB-R00,133,9/13/2012,64.00,-170.00,64.499,-170.001,46,10,31.826,4.5924,1.571529388,89.4384,1.4155,102.1856,25.203,,,,,,,,,
'2012080113301,2012,NB-R00,133,9/13/2012,64.00,-170.00,64.499,-170.001,46,11,31.8263,4.5911,1.54168767,89.4866,1.2752,102.261,25.203,0.4053892,3.720964,2.448003,0.03916804,0.2839683,,,,
'2012080113301,2012,NB-R00,133,9/13/2012,64.00,-170.00,64.499,-170.001,46,12,31.8273,4.5863,1.50982962,89.4899,1.1354,101.9011,25.205,,,,,,,,,
'2012080113301,2012,NB-R00,133,9/13/2012,64.00,-170.00,64.499,-170.001,46,13,31.8296,4.5761,1.478475653,89.4976,1.0232,102.0025,25.208,,,,,,,,,
'2012080113301,2012,NB-R00,133,9/13/2012,64.00,-170.00,64.499,-170.001,46,14,31.8334,4.5461,1.457001714,89.4553,0.91167,102.1012,25.214,,,,,,,,,
'2012080113301,2012,NB-R00,133,9/13/2012,64.00,-170.00,64.499,-170.001,46,15,31.9253,3.0873,1.295795947,89.556,0.82482,98.94156,25.424,,,,,,,,,
'2012080113301,2012,NB-R00,133,9/13/2012,64.00,-170.00,64.499,-170.001,46,16,32.32013,0.3877,0.776691199,89.6927,0.74912,93.1429,25.925,,,,,,,,,
'2012080113301,2012,NB-R00,133,9/13/2012,64.00,-170.00,64.499,-170.001,46,17,32.33897,0.2042,0.662970057,89.8027,0.67944,92.77741,25.949,,,,,,,,,
'2012080113301,2012,NB-R00,133,9/13/2012,64.00,-170.00,64.499,-170.001,46,18,32.34974,0.1139,0.628793225,89.3359,0.61719,92.36174,25.962,,,,,,,,,
'2012080113301,2012,NB-R00,133,9/13/2012,64.00,-170.00,64.499,-170.001,46,19,32.35782,0.039,0.60006049,89.0283,0.55302,92.11274,25.972,,,,,,,,,
'2012080113301,2012,NB-R00,133,9/13/2012,64.00,-170.00,64.499,-170.001,46,20,32.3632,-0.039,0.590281278,88.5874,0.50223,91.95709,25.98,,,,,,,,,
'2012080113301,2012,NB-R00,133,9/13/2012,64.00,-170.00,64.499,-170.001,46,21,32.36993,-0.046,0.594616393,87.9748,0.44951,91.84633,25.985,1.417296,14.09466,12.72434,0.1468193,1.663952,,,,
'2012080113301,2012,NB-R00,133,9/13/2012,64.00,-170.00,64.499,-170.001,46,22,32.37532,-0.0495,0.592499244,87.4209,0.39862,91.68596,25.99,,,,,,,,,
'2012080113301,2012,NB-R00,133,9/13/2012,64.00,-170.00,64.499,-170.001,46,23,32.37801,-0.0532,0.574957153,86.7596,0.3567,91.71303,25.992,,,,,,,,,
'2012080113301,2012,NB-R00,133,9/13/2012,64.00,-170.00,64.499,-170.001,46,24,32.38205,-0.0549,0.578485734,86.7549,0.31571,91.62156,25.996,,,,,,,,,
'2012080113301,2012,NB-R00,133,9/13/2012,64.00,-170.00,64.499,-170.001,46,25,32.38474,-0.0562,0.578485734,86.6811,0.28056,91.62627,25.998,,,,,,,,,
'2012080113301,2012,NB-R00,133,9/13/2012,64.00,-170.00,64.499,-170.001,46,26,32.3887,-0.0555,0.5807037,86.5354,0.2494,91.57875,26.001,,,,,,,,,
'2012080113301,2012,NB-R00,133,9/13/2012,64.00,-170.00,64.499,-170.001,46,27,32.3881,-0.0613,0.579897167,86.5431,0.22218,91.52082,26.001,,,,,,,,,
'2012080113301,2012,NB-R00,133,9/13/2012,64.00,-170.00,64.499,-170.001,46,28,32.3873,-0.063,0.579090634,86.5489,0.19707,91.35478,26,,,,,,,,,
'2012080113301,2012,NB-R00,133,9/13/2012,64.00,-170.00,64.499,-170.001,46,29,32.3867,-0.064,0.578788184,86.2064,0.17643,91.53837,26,,,,,,,,,
'2012080113301,2012,NB-R00,133,9/13/2012,64.00,-170.00,64.499,-170.001,46,30,32.3862,-0.066,0.577175118,86.1926,0.15688,91.40136,25.999,1.2509,11.4519,10.27735,0.1272434,1.654164,,,,
'2012080113301,2012,NB-R00,133,9/13/2012,64.00,-170.00,64.499,-170.001,46,31,32.3858,-0.0675,0.58040125,86.0509,0.13961,91.30273,25.999,,,,,,,,,
'2012080113301,2012,NB-R00,133,9/13/2012,64.00,-170.00,64.499,-170.001,46,32,32.3852,-0.0661,0.579695534,85.8522,0.12519,91.40631,25.999,,,,,,,,,
'2012080113301,2012,NB-R00,133,9/13/2012,64.00,-170.00,64.499,-170.001,46,33,32.3848,-0.0666,0.579191451,85.7053,0.11286,91.41692,25.998,,,,,,,,,
'2012080113301,2012,NB-R00,133,9/13/2012,64.00,-170.00,64.499,-170.001,46,34,32.3844,-0.0671,0.578788184,85.7192,0.10131,91.24226,25.998,,,,,,,,,
'2012080113301,2012,NB-R00,133,9/13/2012,64.00,-170.00,64.499,-170.001,46,35,32.3847,-0.07,0.5813086,85.4554,0.0912,91.27629,25.998,,,,,,,,,
'2012080113301,2012,NB-R00,133,9/13/2012,64.00,-170.00,64.499,-170.001,46,36,32.3846,-0.0753,0.575763686,85.65,0.0826,91.28967,25.999,,,,,,,,,
'2012080113301,2012,NB-R00,133,9/13/2012,64.00,-170.00,64.499,-170.001,46,37,32.3847,-0.0773,0.581913499,85.5579,0.0749,91.18519,25.999,,,,,,,,,
'2012080113301,2012,NB-R00,133,9/13/2012,64.00,-170.00,64.499,-170.001,46,38,32.3844,-0.0774,0.578687368,85.5048,0.0689,91.04673,25.999,,,,,,,,,
'2012080113301,2012,NB-R00,133,9/13/2012,64.00,-170.00,64.499,-170.001,46,39,32.3843,-0.0776,0.577679202,85.5501,0.0638,91.25894,25.998,,,,,,,,,
'2012080113301,2012,NB-R00,133,9/13/2012,64.00,-170.00,64.499,-170.001,46,40,32.3835,-0.0743,0.58786168,85.6283,0.0593,91.20696,25.998,1.337036,12.52859,11.25616,0.1370315,1.663954,,,,
'2012080113401,2012,NB-S00,134,9/13/2012,64.00,-170.00,63.999,-169.996,33,0,31.7239,6.0819,0.675672951,90.9858,,103.1434,24.955,,,,,,,,,
'2012080113401,2012,NB-S00,134,9/13/2012,64.00,-170.00,63.999,-169.996,33,1,31.7239,6.0819,0.675672951,90.9858,,103.1434,24.955,,,,,,,,,
'2012080113401,2012,NB-S00,134,9/13/2012,64.00,-170.00,63.999,-169.996,33,2,31.7239,6.0819,0.675672951,90.9858,97.178,103.1434,24.955,0.1625596,1.077202,0,0,0.03917098,,,,
'2012080113401,2012,NB-S00,134,9/13/2012,64.00,-170.00,63.999,-169.996,33,3,31.7238,6.0836,0.753100111,90.9465,74.12,103.4256,24.955,,,,,,,,,
'2012080113401,2012,NB-S00,134,9/13/2012,64.00,-170.00,63.999,-169.996,33,4,31.7238,6.083,0.77396915,91.0438,64.756,103.5225,24.955,,,,,,,,,
'2012080113401,2012,NB-S00,134,9/13/2012,64.00,-170.00,63.999,-169.996,33,5,31.7241,6.0846,0.743724166,91.0726,53.115,103.4181,24.955,,,,,,,,,
'2012080113401,2012,NB-S00,134,9/13/2012,64.00,-170.00,63.999,-169.996,33,6,31.7244,6.086,0.692307692,91.0673,46.192,103.4927,24.955,,,,,,,,,
'2012080113401,2012,NB-S00,134,9/13/2012,64.00,-170.00,63.999,-169.996,33,7,31.7241,6.0842,0.711765299,91.086,42.87,103.5123,24.955,,,,,,,,,
'2012080113401,2012,NB-S00,134,9/13/2012,64.00,-170.00,63.999,-169.996,33,8,31.7241,6.083,0.749470713,91.0137,39.218,103.6217,24.955,,,,,,,,,
'2012080113401,2012,NB-S00,134,9/13/2012,64.00,-170.00,63.999,-169.996,33,9,31.7244,6.0794,0.631414457,91.1001,37.597,103.5016,24.956,,,,,,,,,
'2012080113401,2012,NB-S00,134,9/13/2012,64.00,-170.00,63.999,-169.996,33,10,31.7245,6.077,0.660953725,91.1179,34.198,103.3998,24.956,0.146891,0.9792731,0,0,0.1370982,,,,
'2012080113401,2012,NB-S00,134,9/13/2012,64.00,-170.00,63.999,-169.996,33,11,31.7248,6.0737,0.76771852,91.1167,31.838,103.3302,24.957,,,,,,,,,
'2012080113401,2012,NB-S00,134,9/13/2012,64.00,-170.00,63.999,-169.996,33,12,31.7249,6.0753,0.842927714,91.1297,29.588,103.4341,24.957,,,,,,,,,
'2012080113401,2012,NB-S00,134,9/13/2012,64.00,-170.00,63.999,-169.996,33,13,31.7252,6.0615,1.198407097,91.1759,27.677,103.4801,24.959,,,,,,,,,
'2012080113401,2012,NB-S00,134,9/13/2012,64.00,-170.00,63.999,-169.996,33,14,31.7252,6.0527,1.317874786,91.2163,25.885,103.4436,24.96,,,,,,,,,
'2012080113401,2012,NB-S00,134,9/13/2012,64.00,-170.00,63.999,-169.996,33,15,31.7255,6.0512,1.366367577,91.2445,24.281,103.3712,24.96,,,,,,,,,
'2012080113401,2012,NB-S00,134,9/13/2012,64.00,-170.00,63.999,-169.996,33,16,31.7257,6.0441,1.394192963,91.2382,22.969,103.2292,24.961,,,,,,,,,
'2012080113401,2012,NB-S00,134,9/13/2012,64.00,-170.00,63.999,-169.996,33,17,31.7253,6.0321,1.406089324,91.1951,21.695,103.4232,24.962,,,,,,,,,
'2012080113401,2012,NB-S00,134,9/13/2012,64.00,-170.00,63.999,-169.996,33,18,31.7263,6.0115,1.480491985,91.2635,20.365,103.3943,24.966,,,,,,,,,
'2012080113401,2012,NB-S00,134,9/13/2012,64.00,-170.00,63.999,-169.996,33,19,31.7267,5.9975,1.500151225,91.2782,19.064,103.5185,24.968,,,,,,,,,
'2012080113401,2012,NB-S00,134,9/13/2012,64.00,-170.00,63.999,-169.996,33,20,31.7284,5.9412,1.53452969,91.3094,17.681,103.5238,24.976,0.1566824,0.7834123,0.09792653,0,0.3525355,,,,
'2012080113401,2012,NB-S00,134,9/13/2012,64.00,-170.00,63.999,-169.996,33,21,31.7352,5.8941,1.554390564,91.0543,16.627,103.5619,24.987,,,,,,,,,
'2012080113401,2012,NB-S00,134,9/13/2012,64.00,-170.00,63.999,-169.996,33,22,31.7402,5.842308,1.540477871,91.3554,15.661,102.9527,24.997,,,,,,,,,
'2012080113401,2012,NB-S00,134,9/13/2012,64.00,-170.00,63.999,-169.996,33,23,31.7529,5.7558,1.421413449,91.3922,14.684,101.9768,25.017,,,,,,,,,
'2012080113401,2012,NB-S00,134,9/13/2012,64.00,-170.00,63.999,-169.996,33,24,31.793,5.5645,1.169069463,91.6955,13.787,100.615,25.071,,,,,,,,,
'2012080113401,2012,NB-S00,134,9/13/2012,64.00,-170.00,63.999,-169.996,33,25,31.8088,5.4829,1.151729005,91.0936,12.887,100.1581,25.093,,,,,,,,,
'2012080113401,2012,NB-S00,134,9/13/2012,64.00,-170.00,63.999,-169.996,33,26,31.8184,5.4256,1.172295594,90.097,11.973,99.73425,25.107,,,,,,,,,
'2012080113401,2012,NB-S00,134,9/13/2012,64.00,-170.00,63.999,-169.996,33,27,31.8234,5.3896,1.185805021,89.3329,10.878,99.15836,25.115,,,,,,,,,
'2012080113401,2012,NB-S00,134,9/13/2012,64.00,-170.00,63.999,-169.996,33,28,31.8388,5.2795,1.135295897,88.7026,9.8019,99.02018,25.139,0.4024461,4.798019,1.077106,0.02937563,1.25336,,,,
'2012080113401,2012,NB-S00,134,9/13/2012,64.00,-170.00,63.999,-169.996,33,29,31.8566,5.1492,1.075007561,87.6083,8.6896,98.66972,25.168,,,,,,,,,
'2012080113601,2012,NB-S01,136,9/14/2012,64.00,-169.00,63.999,-168.997,35,0,31.9829,3.7623,7.54108277,76.8594,,116.7054,25.409,,,,,,,,,
'2012080113601,2012,NB-S01,136,9/14/2012,64.00,-169.00,63.999,-168.997,35,1,31.9829,3.7623,7.54108277,76.8594,,116.7054,25.409,,,,,,,,,
'2012080113601,2012,NB-S01,136,9/14/2012,64.00,-169.00,63.999,-168.997,35,2,31.9829,3.7623,7.54108277,76.8594,111.81,116.7054,25.409,0.3074324,0.4895421,0,0,0,,,,
'2012080113601,2012,NB-S01,136,9/14/2012,64.00,-169.00,63.999,-168.997,35,3,31.9836,3.7573,8.275733441,77.0331,111.5385,116.7798,25.411,,,,,,,,,
'2012080113601,2012,NB-S01,136,9/14/2012,64.00,-169.00,63.999,-168.997,35,4,31.9828,3.7541,8.064825083,77.1253,60.922,116.6907,25.41,,,,,,,,,
'2012080113601,2012,NB-S01,136,9/14/2012,64.00,-169.00,63.999,-168.997,35,5,31.9833,3.7456,7.878314346,77.4098,44.022,116.6858,25.411,,,,,,,,,
'2012080113601,2012,NB-S01,136,9/14/2012,64.00,-169.00,63.999,-168.997,35,6,31.9837,3.7378,11.33934872,77.3625,34.113,116.5599,25.412,,,,,,,,,
'2012080113601,2012,NB-S01,136,9/14/2012,64.00,-169.00,63.999,-168.997,35,7,31.9831,3.7439,11.24034681,77.5088,28.922,116.4613,25.411,,,,,,,,,
'2012080113601,2012,NB-S01,136,9/14/2012,64.00,-169.00,63.999,-168.997,35,8,31.9843,3.7341,12.33874382,77.6311,19.269,116.3395,25.413,,,,,,,,,
'2012080113601,2012,NB-S01,136,9/14/2012,64.00,-169.00,63.999,-168.997,35,9,31.9846,3.710577,12.62496219,77.7148,14.496,116.3341,25.416,,,,,,,,,
'2012080113601,2012,NB-S01,136,9/14/2012,64.00,-169.00,63.999,-168.997,35,10,31.9906,3.6792,13.34035689,77.479,10.941,116.4956,25.423,,,,,,,,,
'2012080113601,2012,NB-S01,136,9/14/2012,64.00,-169.00,63.999,-168.997,35,11,32.0024,3.5851,13.1322714,77.719,8.4078,116.3811,25.441,0.2751195,0.3916292,0,0.009790729,0.1664424,,,,
'2012080113601,2012,NB-S01,136,9/14/2012,64.00,-169.00,63.999,-168.997,35,12,32.0251,3.3982,14.01119064,77.7335,6.4092,115.1568,25.476,,,,,,,,,
'2012080113601,2012,NB-S01,136,9/14/2012,64.00,-169.00,63.999,-168.997,35,13,32.0747,2.9839,15.93436838,78.19,5.2402,109.4601,25.552,,,,,,,,,
'2012080113601,2012,NB-S01,136,9/14/2012,64.00,-169.00,63.999,-168.997,35,14,32.3588,1.3503,11.81278355,78.052,3.6667,102.5248,25.9,,,,,,,,,
'2012080113601,2012,NB-S01,136,9/14/2012,64.00,-169.00,63.999,-168.997,35,15,32.4036,1.0387,6.593608227,82.0855,3.0805,101.0643,25.956,,,,,,,,,
'2012080113601,2012,NB-S01,136,9/14/2012,64.00,-169.00,63.999,-168.997,35,16,32.4288,0.8434,6.05897772,84.1041,2.6454,99.42825,25.987,,,,,,,,,
'2012080113601,2012,NB-S01,136,9/14/2012,64.00,-169.00,63.999,-168.997,35,17,32.44897,0.7322,4.25194072,84.9057,2.3212,98.62754,26.01,,,,,,,,,
'2012080113601,2012,NB-S01,136,9/14/2012,64.00,-169.00,63.999,-168.997,35,18,32.4548,0.7277,3.897771953,85.6385,2.0271,98.45113,26.015,,,,,,,,,
'2012080113601,2012,NB-S01,136,9/14/2012,64.00,-169.00,63.999,-168.997,35,19,32.456,0.7176,4.267264845,85.7009,1.6705,97.76434,26.016,1.323267,9.298107,10.27686,0.1076623,1.213648,,,,
'2012080113601,2012,NB-S01,136,9/14/2012,64.00,-169.00,63.999,-168.997,35,20,32.4579,0.7028,3.622340962,85.7149,1.4659,97.49655,26.019,,,,,,,,,
'2012080113601,2012,NB-S01,136,9/14/2012,64.00,-169.00,63.999,-168.997,35,21,32.4571,0.6917,3.724770642,86.0375,1.2574,97.00895,26.019,,,,,,,,,
'2012080113601,2012,NB-S01,136,9/14/2012,64.00,-169.00,63.999,-168.997,35,22,32.4613,0.6869,3.736465369,85.8951,1.0972,97.116,26.022,,,,,,,,,
'2012080113601,2012,NB-S01,136,9/14/2012,64.00,-169.00,63.999,-168.997,35,23,32.4646,0.6671,3.649964714,85.694,0.94274,97.52587,26.026,,,,,,,,,
'2012080113601,2012,NB-S01,136,9/14/2012,64.00,-169.00,63.999,-168.997,35,24,32.4655,0.6606,3.690997076,85.6253,0.77672,97.59274,26.027,,,,,,,,,
'2012080113601,2012,NB-S01,136,9/14/2012,64.00,-169.00,63.999,-168.997,35,25,32.4663,0.6598,3.913700978,85.6081,0.66993,97.52567,26.028,,,,,,,,,
'2012080113601,2012,NB-S01,136,9/14/2012,64.00,-169.00,63.999,-168.997,35,26,32.4672,0.661,3.805625567,85.4915,0.55694,97.08872,26.029,,,,,,,,,
'2012080113601,2012,NB-S01,136,9/14/2012,64.00,-169.00,63.999,-168.997,35,27,32.4688,0.6663,3.601774372,85.3249,0.48329,96.45663,26.03,,,,,,,,,
'2012080113601,2012,NB-S01,136,9/14/2012,64.00,-169.00,63.999,-168.997,35,28,32.4727,0.6704,3.552374231,85.3279,0.41351,95.71983,26.032,,,,,,,,,
'2012080113601,2012,NB-S01,136,9/14/2012,64.00,-169.00,63.999,-168.997,35,29,32.4781,0.6693,3.556810162,84.9059,0.33773,95.35948,26.037,,,,,,,,,
'2012080113601,2012,NB-S01,136,9/14/2012,64.00,-169.00,63.999,-168.997,35,30,32.4853,0.6721,3.397822361,84.576,0.30063,94.88182,26.042,1.472977,13.01701,11.84254,0.1272339,1.468084,,,,
'2012080113701,2012,NB-S02,137,9/14/2012,64.00,-168.00,64,-167.999,36.9,0,31.8856,4.5294,1.356084283,90.0555,,100.7711,25.257,,,,,,,,,
'2012080113701,2012,NB-S02,137,9/14/2012,64.00,-168.00,64,-167.999,36.9,1,31.8856,4.5294,1.356084283,90.0555,,100.7711,25.257,,,,,,,,,
'2012080113701,2012,NB-S02,137,9/14/2012,64.00,-168.00,64,-167.999,36.9,2,31.8856,4.5294,1.356084283,90.0555,,100.7711,25.257,,,,,,,,,
'2012080113701,2012,NB-S02,137,9/14/2012,64.00,-168.00,64,-167.999,36.9,3,31.8856,4.5294,1.356084283,90.0555,0.0598,100.7711,25.257,0.7559096,10.47698,4.014545,0.06854102,1.772275,,,,
'2012080113701,2012,NB-S02,137,9/14/2012,64.00,-168.00,64,-167.999,36.9,4,31.88574,4.5295,1.371710858,90.0163,0.0664,101.1072,25.257,,,,,,,,,
'2012080113701,2012,NB-S02,137,9/14/2012,64.00,-168.00,64,-167.999,36.9,5,31.8862,4.5249,1.356285916,90.2213,0.0619,101.1055,25.258,,,,,,,,,
'2012080113701,2012,NB-S02,137,9/14/2012,64.00,-168.00,64,-167.999,36.9,6,31.8864,4.526,1.355781833,90.3548,0.092,101.2598,25.258,,,,,,,,,
'2012080113701,2012,NB-S02,137,9/14/2012,64.00,-168.00,64,-167.999,36.9,7,31.8864,4.5273,1.374836173,90.2352,0.0797,101.4207,25.258,,,,,,,,,
'2012080113701,2012,NB-S02,137,9/14/2012,64.00,-168.00,64,-167.999,36.9,8,31.8869,4.5291,1.36868636,90.1595,0.0738,101.3007,25.258,,,,,,,,,
'2012080113701,2012,NB-S02,137,9/14/2012,64.00,-168.00,64,-167.999,36.9,9,31.88713,4.5303,1.368585543,90.3738,0.0665,101.3349,25.258,,,,,,,,,
'2012080113701,2012,NB-S02,137,9/14/2012,64.00,-168.00,64,-167.999,36.9,10,31.88782,4.5282,1.373323924,90.1708,0.063,101.4256,25.259,0.756889,10.47699,4.014547,0.07833263,1.821234,,,,
'2012080113701,2012,NB-S02,137,9/14/2012,64.00,-168.00,64,-167.999,36.9,11,31.8902,4.5125,1.371408408,90.4697,0.0635,101.2719,25.262,,,,,,,,,
'2012080113701,2012,NB-S02,137,9/14/2012,64.00,-168.00,64,-167.999,36.9,12,31.9365,4.2973,1.010182478,90.2382,0.0674,102.2535,25.321,,,,,,,,,
'2012080113701,2012,NB-S02,137,9/14/2012,64.00,-168.00,64,-167.999,36.9,13,31.963,4.1651,0.594213126,92.1928,0.0688,102.2682,25.355,,,,,,,,,
'2012080113701,2012,NB-S02,137,9/14/2012,64.00,-168.00,64,-167.999,36.9,14,31.9657,4.1533,0.578989818,92.647,0.0671,102.234,25.358,,,,,,,,,
'2012080113701,2012,NB-S02,137,9/14/2012,64.00,-168.00,64,-167.999,36.9,15,31.9694,4.1277,0.613267466,92.9244,0.0659,101.4471,25.364,,,,,,,,,
'2012080113701,2012,NB-S02,137,9/14/2012,64.00,-168.00,64,-167.999,36.9,16,31.9729,4.0837,0.428773062,93.0417,0.0624,101.3934,25.371,,,,,,,,,
'2012080113701,2012,NB-S02,137,9/14/2012,64.00,-168.00,64,-167.999,36.9,17,31.9759,4.0034,0.349127936,93.5405,0.0603,100.9076,25.381,,,,,,,,,
'2012080113701,2012,NB-S02,137,9/14/2012,64.00,-168.00,64,-167.999,36.9,18,31.9912,3.9081,0.295090231,93.8834,0.0592,100.8688,25.402,,,,,,,,,
'2012080113701,2012,NB-S02,137,9/14/2012,64.00,-168.00,64,-167.999,36.9,19,31.9957,3.8738,0.390059482,93.9645,0.056,100.855,25.409,,,,,,,,,
'2012080113701,2012,NB-S02,137,9/14/2012,64.00,-168.00,64,-167.999,36.9,20,31.9962,3.8614,0.393184797,93.5676,0.0524,100.6637,25.411,0.840048,7.538892,4.503754,0.07832615,1.732966,,,,
'2012080113701,2012,NB-S02,137,9/14/2012,64.00,-168.00,64,-167.999,36.9,21,31.9973,3.8468,0.402560742,93.2121,0.0498,100.3308,25.413,,,,,,,,,
'2012080113701,2012,NB-S02,137,9/14/2012,64.00,-168.00,64,-167.999,36.9,22,31.9975,3.834,0.397419095,93.389,0.0491,99.94027,25.414,,,,,,,,,
'2012080113701,2012,NB-S02,137,9/14/2012,64.00,-168.00,64,-167.999,36.9,23,31.99767,3.8198,0.377255772,93.1504,0.0481,99.30904,25.416,,,,,,,,,
'2012080113701,2012,NB-S02,137,9/14/2012,64.00,-168.00,64,-167.999,36.9,24,31.9994,3.7753,0.427966529,92.9801,0.0473,98.9643,25.422,,,,,,,,,
'2012080113701,2012,NB-S02,137,9/14/2012,64.00,-168.00,64,-167.999,36.9,25,31.99974,3.7657,0.437241657,91.7534,0.046,98.36639,25.423,,,,,,,,,
'2012080113701,2012,NB-S02,137,9/14/2012,64.00,-168.00,64,-167.999,36.9,26,31.9999,3.7424,0.489162214,91.372,0.0459,98.22701,25.425,,,,,,,,,
'2012080113701,2012,NB-S02,137,9/14/2012,64.00,-168.00,64,-167.999,36.9,27,32.00043,3.7107,0.564371408,90.2928,0.0448,96.49564,25.428,,,,,,,,,
'2012080113701,2012,NB-S02,137,9/14/2012,64.00,-168.00,64,-167.999,36.9,28,32.001,3.6734,0.635951205,88.4241,0.0448,95.87335,25.432,,,,,,,,,
'2012080113701,2012,NB-S02,137,9/14/2012,64.00,-168.00,64,-167.999,36.9,29,32.00104,3.6736,0.682226031,84.3402,0.0443,96.01991,25.432,,,,,,,,,
'2012080113701,2012,NB-S02,137,9/14/2012,64.00,-168.00,64,-167.999,36.9,30,32.00108,3.6756,0.677890916,83.7767,0.0441,96.09703,25.432,0.892915,11.25934,4.601645,0.07832588,2.447684,,,,
'2012080113701,2012,NB-S02,137,9/14/2012,64.00,-168.00,64,-167.999,36.9,31,32.00113,3.6727,0.624861377,84.7911,0.0442,96.08816,25.433,,,,,,,,,
'2012080113801,2012,NB-S03,138,9/14/2012,64.00,-167.00,64,-166.995,33,0,31.7049,5.8932,4.307389858,79.7438,,114.9972,24.963,,,,,,,,,
